"store_id","store_name","store_city","store_location","product_id","product_name","product_category","product_cost","product_price","stock_on_hand","inventory_status","previous_units_sold","recent_units_sold","average_daily_units","days_of_stock_coverage","demand_change_percent","unit_margin","estimated_recent_revenue","estimated_recent_gross_profit","inventory_value_at_cost"
44,"Maven Toys Puebla 3","Puebla","Residential",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,19,"positive_stock",665,431,4.79,4.0,-35.2,2.00,1719.69,862.00,37.81
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,63,"positive_stock",395,151,1.68,37.5,-61.8,2.00,602.49,302.00,125.37
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,24,"positive_stock",260,381,4.23,5.7,46.5,2.00,1520.19,762.00,47.76
47,"Maven Toys Monterrey 4","Monterrey","Commercial",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,74,"positive_stock",110,207,2.30,32.2,88.2,2.00,825.93,414.00,147.26
48,"Maven Toys Saltillo 2","Saltillo","Commercial",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,35,"positive_stock",132,144,1.60,21.9,9.1,2.00,574.56,288.00,69.65
49,"Maven Toys Culiacan 1","Culiacan","Downtown",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,14,"positive_stock",485,302,3.36,4.2,-37.7,2.00,1204.98,604.00,27.86
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",3,"Barrel O' Slime","Art & Crafts",1.99,3.99,22,"positive_stock",276,303,3.37,6.5,9.8,2.00,1208.97,606.00,43.78
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",4,"Chutes & Ladders","Games",9.99,12.99,6,"positive_stock",0,27,0.30,20.0,NULL,3.00,350.73,81.00,59.94
2,"Maven Toys Monterrey 1","Monterrey","Residential",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
4,"Maven Toys Saltillo 1","Saltillo","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,2,"positive_stock",48,72,0.80,2.5,50.0,3.00,935.28,216.00,19.98
5,"Maven Toys La Paz 1","La Paz","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
6,"Maven Toys Mexicali 1","Mexicali","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,14,"positive_stock",55,38,0.42,33.2,-30.9,3.00,493.62,114.00,139.86
7,"Maven Toys Monterrey 2","Monterrey","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,17,"positive_stock",55,76,0.84,20.1,38.2,3.00,987.24,228.00,169.83
8,"Maven Toys Pachuca 1","Pachuca","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,18,"positive_stock",32,17,0.19,95.3,-46.9,3.00,220.83,51.00,179.82
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,6,"positive_stock",7,16,0.18,33.8,128.6,3.00,207.84,48.00,59.94
10,"Maven Toys Campeche 1","Campeche","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,17,"positive_stock",9,44,0.49,34.8,388.9,3.00,571.56,132.00,169.83
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
12,"Maven Toys Chetumal 1","Chetumal","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,8,"positive_stock",43,8,0.09,90.0,-81.4,3.00,103.92,24.00,79.92
13,"Maven Toys Mexicali 2","Mexicali","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,7,"positive_stock",8,7,0.08,90.0,-12.5,3.00,90.93,21.00,69.93
17,"Maven Toys Toluca 1","Toluca","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
18,"Maven Toys Merida 1","Merida","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,10,"positive_stock",40,6,0.07,150.0,-85.0,3.00,77.94,18.00,99.90
19,"Maven Toys Puebla 1","Puebla","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,18,"positive_stock",22,6,0.07,270.0,-72.7,3.00,77.94,18.00,179.82
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
21,"Maven Toys Santiago 1","Santiago","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,6,"positive_stock",27,24,0.27,22.5,-11.1,3.00,311.76,72.00,59.94
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,3,"positive_stock",0,14,0.16,19.3,NULL,3.00,181.86,42.00,29.97
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,1,"positive_stock",36,5,0.06,18.0,-86.1,3.00,64.95,15.00,9.99
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
26,"Maven Toys Campeche 2","Campeche","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,12,"positive_stock",12,10,0.11,108.0,-16.7,3.00,129.90,30.00,119.88
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
28,"Maven Toys Puebla 2","Puebla","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
29,"Maven Toys Xalapa 1","Xalapa","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
33,"Maven Toys Monterrey 3","Monterrey","Airport",4,"Chutes & Ladders","Games",9.99,12.99,15,"positive_stock",41,1,0.01,1350.0,-97.6,3.00,12.99,3.00,149.85
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,15,"positive_stock",6,7,0.08,192.9,16.7,3.00,90.93,21.00,149.85
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
36,"Maven Toys Morelia 1","Morelia","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,0,"confirmed_zero_stock",6,54,0.60,0.0,800.0,3.00,701.46,162.00,0.00
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",4,"Chutes & Ladders","Games",9.99,12.99,4,"positive_stock",5,49,0.54,7.3,880.0,3.00,636.51,147.00,39.96
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,15,"positive_stock",4,36,0.40,37.5,800.0,3.00,467.64,108.00,149.85
39,"Maven Toys Xalapa 2","Xalapa","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
40,"Maven Toys Toluca 2","Toluca","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,0,"confirmed_zero_stock",21,34,0.38,0.0,61.9,3.00,441.66,102.00,0.00
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,11,"positive_stock",5,19,0.21,52.1,280.0,3.00,246.81,57.00,109.89
43,"Maven Toys Durango 1","Durango","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
44,"Maven Toys Puebla 3","Puebla","Residential",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
47,"Maven Toys Monterrey 4","Monterrey","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,3.00,0.00,0.00,NULL
48,"Maven Toys Saltillo 2","Saltillo","Commercial",4,"Chutes & Ladders","Games",9.99,12.99,15,"positive_stock",40,17,0.19,79.4,-57.5,3.00,220.83,51.00,149.85
49,"Maven Toys Culiacan 1","Culiacan","Downtown",4,"Chutes & Ladders","Games",9.99,12.99,19,"positive_stock",22,4,0.04,427.5,-81.8,3.00,51.96,12.00,189.81
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",4,"Chutes & Ladders","Games",9.99,12.99,16,"positive_stock",16,12,0.13,120.0,-25.0,3.00,155.88,36.00,159.84
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",5,"Classic Dominoes","Games",7.99,9.99,0,"confirmed_zero_stock",33,25,0.28,0.0,-24.2,2.00,249.75,50.00,0.00
2,"Maven Toys Monterrey 1","Monterrey","Residential",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
4,"Maven Toys Saltillo 1","Saltillo","Downtown",5,"Classic Dominoes","Games",7.99,9.99,14,"positive_stock",35,35,0.39,36.0,0.0,2.00,349.65,70.00,111.86
5,"Maven Toys La Paz 1","La Paz","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
6,"Maven Toys Mexicali 1","Mexicali","Commercial",5,"Classic Dominoes","Games",7.99,9.99,8,"positive_stock",5,0,0.00,NULL,-100.0,2.00,0.00,0.00,63.92
7,"Maven Toys Monterrey 2","Monterrey","Downtown",5,"Classic Dominoes","Games",7.99,9.99,19,"positive_stock",33,28,0.31,61.1,-15.2,2.00,279.72,56.00,151.81
8,"Maven Toys Pachuca 1","Pachuca","Downtown",5,"Classic Dominoes","Games",7.99,9.99,10,"positive_stock",38,3,0.03,300.0,-92.1,2.00,29.97,6.00,79.90
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",5,"Classic Dominoes","Games",7.99,9.99,3,"positive_stock",74,51,0.57,5.3,-31.1,2.00,509.49,102.00,23.97
10,"Maven Toys Campeche 1","Campeche","Downtown",5,"Classic Dominoes","Games",7.99,9.99,4,"positive_stock",24,44,0.49,8.2,83.3,2.00,439.56,88.00,31.96
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
12,"Maven Toys Chetumal 1","Chetumal","Downtown",5,"Classic Dominoes","Games",7.99,9.99,17,"positive_stock",27,46,0.51,33.3,70.4,2.00,459.54,92.00,135.83
13,"Maven Toys Mexicali 2","Mexicali","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",5,"Classic Dominoes","Games",7.99,9.99,14,"positive_stock",7,0,0.00,NULL,-100.0,2.00,0.00,0.00,111.86
17,"Maven Toys Toluca 1","Toluca","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
18,"Maven Toys Merida 1","Merida","Downtown",5,"Classic Dominoes","Games",7.99,9.99,7,"positive_stock",17,39,0.43,16.2,129.4,2.00,389.61,78.00,55.93
19,"Maven Toys Puebla 1","Puebla","Commercial",5,"Classic Dominoes","Games",7.99,9.99,17,"positive_stock",19,32,0.36,47.8,68.4,2.00,319.68,64.00,135.83
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
21,"Maven Toys Santiago 1","Santiago","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",5,"Classic Dominoes","Games",7.99,9.99,14,"positive_stock",2,16,0.18,78.8,700.0,2.00,159.84,32.00,111.86
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",5,"Classic Dominoes","Games",7.99,9.99,4,"positive_stock",20,4,0.04,90.0,-80.0,2.00,39.96,8.00,31.96
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",5,"Classic Dominoes","Games",7.99,9.99,4,"positive_stock",16,5,0.06,72.0,-68.8,2.00,49.95,10.00,31.96
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
26,"Maven Toys Campeche 2","Campeche","Commercial",5,"Classic Dominoes","Games",7.99,9.99,8,"positive_stock",6,6,0.07,120.0,0.0,2.00,59.94,12.00,63.92
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
28,"Maven Toys Puebla 2","Puebla","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
29,"Maven Toys Xalapa 1","Xalapa","Commercial",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
30,"Maven Toys Guadalajara 3","Guadalajara","Airport",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
31,"Maven Toys Ciudad de Mexico 2","Ciudad de Mexico","Airport",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
32,"Maven Toys Hermosillo 1","Hermosillo","Residential",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
33,"Maven Toys Monterrey 3","Monterrey","Airport",5,"Classic Dominoes","Games",7.99,9.99,7,"positive_stock",21,7,0.08,90.0,-66.7,2.00,69.93,14.00,55.93
34,"Maven Toys Villahermosa 1","Villahermosa","Downtown",5,"Classic Dominoes","Games",7.99,9.99,7,"positive_stock",20,17,0.19,37.1,-15.0,2.00,169.83,34.00,55.93
35,"Maven Toys Chilpancingo 1","Chilpancingo","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
36,"Maven Toys Morelia 1","Morelia","Downtown",5,"Classic Dominoes","Games",7.99,9.99,3,"positive_stock",6,64,0.71,4.2,966.7,2.00,639.36,128.00,23.97
37,"Maven Toys Ciudad de Mexico 3","Ciudad de Mexico","Residential",5,"Classic Dominoes","Games",7.99,9.99,2,"positive_stock",0,0,0.00,NULL,NULL,2.00,0.00,0.00,15.98
38,"Maven Toys Chihuahua 2","Chihuahua","Downtown",5,"Classic Dominoes","Games",7.99,9.99,20,"positive_stock",38,47,0.52,38.3,23.7,2.00,469.53,94.00,159.80
39,"Maven Toys Xalapa 2","Xalapa","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
40,"Maven Toys Toluca 2","Toluca","Commercial",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
41,"Maven Toys Hermosillo 2","Hermosillo","Downtown",5,"Classic Dominoes","Games",7.99,9.99,8,"positive_stock",10,46,0.51,15.7,360.0,2.00,459.54,92.00,63.92
42,"Maven Toys Hermosillo 3","Hermosillo","Commercial",5,"Classic Dominoes","Games",7.99,9.99,12,"positive_stock",30,7,0.08,154.3,-76.7,2.00,69.93,14.00,95.88
43,"Maven Toys Durango 1","Durango","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
44,"Maven Toys Puebla 3","Puebla","Residential",5,"Classic Dominoes","Games",7.99,9.99,14,"positive_stock",9,15,0.17,84.0,66.7,2.00,149.85,30.00,111.86
45,"Maven Toys Ciudad de Mexico 4","Ciudad de Mexico","Commercial",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
46,"Maven Toys Guadalajara 4","Guadalajara","Downtown",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
47,"Maven Toys Monterrey 4","Monterrey","Commercial",5,"Classic Dominoes","Games",7.99,9.99,NULL,"inventory_record_missing",0,0,0.00,NULL,NULL,2.00,0.00,0.00,NULL
48,"Maven Toys Saltillo 2","Saltillo","Commercial",5,"Classic Dominoes","Games",7.99,9.99,9,"positive_stock",45,80,0.89,10.1,77.8,2.00,799.20,160.00,71.91
49,"Maven Toys Culiacan 1","Culiacan","Downtown",5,"Classic Dominoes","Games",7.99,9.99,13,"positive_stock",9,0,0.00,NULL,-100.0,2.00,0.00,0.00,103.87
50,"Maven Toys Guanajuato 3","Guanajuato","Residential",5,"Classic Dominoes","Games",7.99,9.99,3,"positive_stock",22,5,0.06,54.0,-77.3,2.00,49.95,10.00,23.97
1,"Maven Toys Guadalajara 1","Guadalajara","Residential",6,"Colorbuds","Electronics",6.99,14.99,79,"positive_stock",91,358,3.98,19.9,293.4,8.00,5366.42,2864.00,552.21
2,"Maven Toys Monterrey 1","Monterrey","Residential",6,"Colorbuds","Electronics",6.99,14.99,6,"positive_stock",60,97,1.08,5.6,61.7,8.00,1454.03,776.00,41.94
3,"Maven Toys Guadalajara 2","Guadalajara","Commercial",6,"Colorbuds","Electronics",6.99,14.99,21,"positive_stock",109,175,1.94,10.8,60.6,8.00,2623.25,1400.00,146.79
4,"Maven Toys Saltillo 1","Saltillo","Downtown",6,"Colorbuds","Electronics",6.99,14.99,44,"positive_stock",299,372,4.13,10.6,24.4,8.00,5576.28,2976.00,307.56
5,"Maven Toys La Paz 1","La Paz","Downtown",6,"Colorbuds","Electronics",6.99,14.99,12,"positive_stock",91,131,1.46,8.2,44.0,8.00,1963.69,1048.00,83.88
6,"Maven Toys Mexicali 1","Mexicali","Commercial",6,"Colorbuds","Electronics",6.99,14.99,32,"positive_stock",342,222,2.47,13.0,-35.1,8.00,3327.78,1776.00,223.68
7,"Maven Toys Monterrey 2","Monterrey","Downtown",6,"Colorbuds","Electronics",6.99,14.99,10,"positive_stock",334,342,3.80,2.6,2.4,8.00,5126.58,2736.00,69.90
8,"Maven Toys Pachuca 1","Pachuca","Downtown",6,"Colorbuds","Electronics",6.99,14.99,12,"positive_stock",58,63,0.70,17.1,8.6,8.00,944.37,504.00,83.88
9,"Maven Toys Ciudad de Mexico 1","Ciudad de Mexico","Downtown",6,"Colorbuds","Electronics",6.99,14.99,55,"positive_stock",82,146,1.62,33.9,78.0,8.00,2188.54,1168.00,384.45
10,"Maven Toys Campeche 1","Campeche","Downtown",6,"Colorbuds","Electronics",6.99,14.99,24,"positive_stock",100,110,1.22,19.6,10.0,8.00,1648.90,880.00,167.76
11,"Maven Toys Cuernavaca 1","Cuernavaca","Downtown",6,"Colorbuds","Electronics",6.99,14.99,32,"positive_stock",46,45,0.50,64.0,-2.2,8.00,674.55,360.00,223.68
12,"Maven Toys Chetumal 1","Chetumal","Downtown",6,"Colorbuds","Electronics",6.99,14.99,23,"positive_stock",198,218,2.42,9.5,10.1,8.00,3267.82,1744.00,160.77
13,"Maven Toys Mexicali 2","Mexicali","Downtown",6,"Colorbuds","Electronics",6.99,14.99,14,"positive_stock",137,310,3.44,4.1,126.3,8.00,4646.90,2480.00,97.86
14,"Maven Toys Guanajuato 1","Guanajuato","Downtown",6,"Colorbuds","Electronics",6.99,14.99,18,"positive_stock",369,228,2.53,7.1,-38.2,8.00,3417.72,1824.00,125.82
15,"Maven Toys Tuxtla Gutierrez 1","Tuxtla Gutierrez","Downtown",6,"Colorbuds","Electronics",6.99,14.99,29,"positive_stock",157,65,0.72,40.2,-58.6,8.00,974.35,520.00,202.71
16,"Maven Toys San Luis Potosi 1","San Luis Potosi","Downtown",6,"Colorbuds","Electronics",6.99,14.99,27,"positive_stock",105,133,1.48,18.3,26.7,8.00,1993.67,1064.00,188.73
17,"Maven Toys Toluca 1","Toluca","Downtown",6,"Colorbuds","Electronics",6.99,14.99,16,"positive_stock",116,93,1.03,15.5,-19.8,8.00,1394.07,744.00,111.84
18,"Maven Toys Merida 1","Merida","Downtown",6,"Colorbuds","Electronics",6.99,14.99,22,"positive_stock",30,164,1.82,12.1,446.7,8.00,2458.36,1312.00,153.78
19,"Maven Toys Puebla 1","Puebla","Commercial",6,"Colorbuds","Electronics",6.99,14.99,11,"positive_stock",290,413,4.59,2.4,42.4,8.00,6190.87,3304.00,76.89
20,"Maven Toys Zacatecas 1","Zacatecas","Downtown",6,"Colorbuds","Electronics",6.99,14.99,4,"positive_stock",54,110,1.22,3.3,103.7,8.00,1648.90,880.00,27.96
21,"Maven Toys Santiago 1","Santiago","Downtown",6,"Colorbuds","Electronics",6.99,14.99,10,"positive_stock",129,37,0.41,24.3,-71.3,8.00,554.63,296.00,69.90
22,"Maven Toys Guanajuato 2","Guanajuato","Commercial",6,"Colorbuds","Electronics",6.99,14.99,8,"positive_stock",322,345,3.83,2.1,7.1,8.00,5171.55,2760.00,55.92
23,"Maven Toys Chihuahua 1","Chihuahua","Commercial",6,"Colorbuds","Electronics",6.99,14.99,17,"positive_stock",116,82,0.91,18.7,-29.3,8.00,1229.18,656.00,118.83
24,"Maven Toys Aguascalientes 1","Aguascalientes","Downtown",6,"Colorbuds","Electronics",6.99,14.99,46,"positive_stock",180,176,1.96,23.5,-2.2,8.00,2638.24,1408.00,321.54
25,"Maven Toys Ciudad Victoria 1","Ciudad Victoria","Downtown",6,"Colorbuds","Electronics",6.99,14.99,3,"positive_stock",250,220,2.44,1.2,-12.0,8.00,3297.80,1760.00,20.97
26,"Maven Toys Campeche 2","Campeche","Commercial",6,"Colorbuds","Electronics",6.99,14.99,23,"positive_stock",84,124,1.38,16.7,47.6,8.00,1858.76,992.00,160.77
27,"Maven Toys Oaxaca 1","Oaxaca","Downtown",6,"Colorbuds","Electronics",6.99,14.99,7,"positive_stock",98,146,1.62,4.3,49.0,8.00,2188.54,1168.00,48.93
